HUGO_SYMBOL	Entrez_Gene_Id	Bill_Tumor
ARSI	00000	0.58
ARSJ	00000	4.73
ARSK	00000	5.16
ART1	00000	0.12
ART3	00000	0.2
ART4	00000	1.3
ART5	00000	0.59
ARTN	00000	1.19
ARV1	00000	14.34
ARVCF	00000	15.63
ARX	00000	0.01
AS3MT	00000	5.44
ASAH1	00000	159.53
ASAH2	00000	0.42
ASAH2B	00000	2.45
ASAH2C	00000	0.04
ASAP1	00000	8.38
ASAP2	00000	19.42
ASAP3	00000	8.94
ASB1	00000	6.51
ASB10	00000	0.13
ASB11	00000	0.01
ASB12	00000	0.2
ASB13	00000	25.9
ASB14	00000	0.2
ASB15	00000	1
ASB16	00000	1.1
ASB17	00000	0.07
ASB18	00000	0.15
ASB2	00000	0.9
ASB4	00000	0.03
ASB5	00000	0.43
ASB6	00000	9.18
ASB7	00000	3.31
ASB8	00000	18.76
ASB9	00000	5.71
ASCC1	00000	12.12
ASCC2	00000	20.11
ASCC3	00000	4.19
ASCL1	00000	0.01
ASCL2	00000	2.28
ASCL3	00000	0.12
ASCL4	00000	0.07
ASCL5	00000	0.11
ASF1A	00000	8.06
ASF1B	00000	0.3
ASGR1	00000	0.52
ASGR2	00000	1.4
ASH1L	00000	11.22
ASH2L	00000	19
ASIC1	00000	0.73
ASIC2	00000	0.74
ASIC3	00000	1.4
ASIC4	00000	0.03
ASIP	00000	0.16
ASL	00000	30.3
ASMT	00000	0.03
ASMTL	00000	8.64
ASNA1	00000	46.63
ASNS	00000	5.4
ASNSD1	00000	18.56
ASPA	00000	12.08
ASPDH	00000	22.86
ASPG	00000	3.03
ASPH	00000	38.62
ASPHD1	00000	0.71
ASPHD2	00000	6.29
ASPM	00000	0.04
ASPN	00000	7.26
ASPRV1	00000	1.15
ASPSCR1	00000	16.88
ASRGL1	00000	28.81
ASS1	00000	392.64
ASTE1	00000	2.17
ASTL	00000	0.11
ASTN1	00000	0.14
ASTN2	00000	3.44
ASUN	00000	7.05
ASXL1	00000	15.87
ASXL2	00000	5.71
ASXL3	00000	0.85
ASZ1	00000	0
ATAD1	00000	16.1
ATAD2	00000	1.24
ATAD2B	00000	2.28
ATAD3A	00000	7.96
ATAD3B	00000	9.73
ATAD3C	00000	6.67
ATAD5	00000	0.34
ATAT1	00000	5.49
ATCAY	00000	0.03
ATE1	00000	11.48
ATF1	00000	9.04
ATF2	00000	12.98
ATF3	00000	34.04
ATF4	00000	115.09
ATF5	00000	12.04
ATF6	00000	9.83
ATF6B	00000	41.28
ATF7	00000	14.22
ATF7IP	00000	7.44
ATF7IP2	00000	7.9
ATG10	00000	4.62
ATG12	00000	11.07
ATG13	00000	27.74
ATG14	00000	5.5
ATG16L1	00000	5.81
ATG16L2	00000	12.19
ATG2A	00000	7.1
ATG2B	00000	6.34
ATG3	00000	23.71
ATG4A	00000	7.18
ATG4B	00000	32.79
ATG4C	00000	4.17
ATG4D	00000	23.6
ATG5	00000	10.66
ATG7	00000	7.02
ATG9A	00000	18.6
ATG9B	00000	1.05
ATHL1	00000	74.79
ATIC	00000	37.87
ATL1	00000	2.71
ATL2	00000	15.19
ATL3	00000	12.32
ATM	00000	11.2
ATMIN	00000	12.01
ATN1	00000	61.58
ATOH7	00000	0.45
ATOH8	00000	18.81
ATOX1	00000	69.84
ATP10A	00000	1.61
ATP10B	00000	0.29
ATP10D	00000	12.66
ATP11A	00000	9.96
ATP11B	00000	9.47
ATP11C	00000	7.87
ATP12A	00000	2.08
ATP13A1	00000	20.65
ATP13A2	00000	11.68
ATP13A3	00000	24.85
ATP13A4	00000	0.41
ATP13A5	00000	0.16
ATP1A1	00000	679.74
ATP1A2	00000	3.78
ATP1A3	00000	0.06
ATP1A4	00000	0.26
ATP1B1	00000	890.45
ATP1B2	00000	9.03
ATP1B3	00000	65.67
ATP1B4	00000	0
ATP2A1	00000	0.39
ATP2A2	00000	32.39
ATP2A3	00000	13.68
ATP2B1	00000	8.49
ATP2B2	00000	1.53
ATP2B3	00000	0.39
ATP2B4	00000	14.56
ATP2C1	00000	24.42
ATP2C2	00000	1.6
ATP4A	00000	0.01
ATP4B	00000	0.35
ATP5A1	00000	330.04
ATP5B	00000	392.76
ATP5C1	00000	149.86
ATP5D	00000	126.58
ATP5E	00000	31
ATP5EP2	00000	0
ATP5F1	00000	146.41
ATP5G1	00000	109.56
ATP5G2	00000	190.88
ATP5G3	00000	173.05
ATP5H	00000	196.31
ATP5I	00000	197.31
ATP5J	00000	148.83
ATP5J2	00000	270.36
ATP5J2-PTCD1	00000	1.04
ATP5L	00000	120.81
ATP5L2	00000	0.15
ATP5O	00000	120.54
ATP5S	00000	18.26
ATP5SL	00000	27.84
ATP6AP1	00000	92.19
ATP6AP1L	00000	2.78
ATP6AP2	00000	91.52
ATP6V0A1	00000	31.05
ATP6V0A2	00000	3.11
ATP6V0A4	00000	41.21
ATP6V0B	00000	103.52
ATP6V0C	00000	278.68
ATP6V0D1	00000	62.79
ATP6V0D2	00000	26.27
ATP6V0E1	00000	162.45
ATP6V0E2	00000	40.72
ATP6V1A	00000	51.62
ATP6V1B1	00000	48.27
ATP6V1B2	00000	38.73
ATP6V1C1	00000	21.62
ATP6V1C2	00000	13.42
ATP6V1D	00000	53.76
ATP6V1E1	00000	89.24
ATP6V1E2	00000	3.55
ATP6V1F	00000	139.34
ATP6V1G1	00000	94.64
ATP6V1G2	00000	1.31
ATP6V1G2-DDX39B	00000	4.09
ATP6V1G3	00000	14.04
ATP6V1H	00000	43.56
ATP7A	00000	2.94
ATP7B	00000	2.16
ATP8A1	00000	2.88
ATP8A2	00000	0.2
ATP8B1	00000	8.66
ATP8B2	00000	7.38
ATP8B3	00000	0.32
ATP8B4	00000	1.93
ATP9A	00000	10.36
ATP9B	00000	9.9
ATPAF1	00000	38.44
ATPAF2	00000	13.71
ATPIF1	00000	191.77
ATR	00000	7.13
ATRAID	00000	97.11
ATRIP	00000	2.49
ATRN	00000	13.68
ATRNL1	00000	4.12
ATRX	00000	19.43
ATXN1	00000	4.48
ATXN10	00000	45.44
ATXN1L	00000	11.29
ATXN2	00000	22.68
ATXN2L	00000	37.93
ATXN3	00000	6.41
ATXN7	00000	6.37
ATXN7L1	00000	6.99
ATXN7L2	00000	4.75
ATXN7L3	00000	23.31
ATXN7L3B	00000	32.94
AUH	00000	27.93
AUNIP	00000	0.22
AUP1	00000	51.85
AURKA	00000	0.9
AURKAIP1	00000	81.27
AURKB	00000	0.21
AURKC	00000	0.6
AUTS2	00000	12.06
AVEN	00000	2.75
AVIL	00000	2.9
AVL9	00000	5.64
AVP	00000	0.32
AVPI1	00000	7.4
AVPR1A	00000	0.88
AVPR1B	00000	0.1
AVPR2	00000	11.36
AWAT1	00000	0
AWAT2	00000	0.02
AXDND1	00000	0.8
AXIN1	00000	7.77
AXIN2	00000	3.96
AXL	00000	8.55
AZGP1	00000	78.87
AZI1	00000	4.38
AZI2	00000	22.79
AZIN1	00000	22.55
AZU1	00000	0.04
B2M	00000	1689.07
B3GALNT1	00000	10.65
B3GALNT2	00000	3.81
B3GALT1	00000	0.07
B3GALT2	00000	0.8
B3GALT4	00000	6.31
B3GALT5	00000	0.35
B3GALT6	00000	8.13
B3GALTL	00000	3.79
B3GAT1	00000	0.97
B3GAT2	00000	0.18
B3GAT3	00000	21.16
B3GNT1	00000	22.35
B3GNT2	00000	18.8
B3GNT3	00000	9.7
B3GNT4	00000	1.14
B3GNT5	00000	2.35
B3GNT6	00000	0
B3GNT7	00000	1
B3GNT8	00000	3.6
B3GNT9	00000	6.89
B3GNTL1	00000	2.06
B4GALNT1	00000	0.6
B4GALNT2	00000	5.03
B4GALNT3	00000	9.65
B4GALNT4	00000	0.34
B4GALT1	00000	41.22
B4GALT2	00000	14.39
B4GALT3	00000	21.4
B4GALT4	00000	10.89
B4GALT5	00000	12.86
B4GALT6	00000	2.98
B4GALT7	00000	13.13
B9D1	00000	14.98
B9D2	00000	4.72
BAALC	00000	0.84
BAAT	00000	0.02
BABAM1	00000	41.98
BACE1	00000	12.74
BACE2	00000	34.97
BACH1	00000	6.79
BACH2	00000	0.5
BAD	00000	51.34
BAG1	00000	122.94
BAG2	00000	5.23
BAG3	00000	23.65
BAG4	00000	6.5
BAG5	00000	9.62
BAG6	00000	76.66
BAHD1	00000	9.79
BAI1	00000	1.58
BAI2	00000	2.32
BAI3	00000	0.85
BAIAP2	00000	17.5
BAIAP2L1	00000	7.11
BAIAP2L2	00000	8.55
BAIAP3	00000	5.45
BAK1	00000	9.95
BAMBI	00000	15.73
BANF1	00000	87.21
BANF2	00000	0.06
BANK1	00000	1.71
BANP	00000	6.51
BAP1	00000	30.54
BARD1	00000	0.69
BARX1	00000	0
BARX2	00000	2.71
BASP1	00000	15.34
BATF	00000	0.5
BATF2	00000	3.61
BATF3	00000	0.89
BAX	00000	37.01
BAZ1A	00000	4.85
BAZ1B	00000	15.94
BAZ2A	00000	23.51
BAZ2B	00000	13.65
BBC3	00000	3.23
BBIP1	00000	14.96
BBOX1	00000	61.1
BBS1	00000	31.39
BBS10	00000	6.44
BBS12	00000	4.8
BBS2	00000	26.5
BBS4	00000	12.18
BBS5	00000	5.68
BBS7	00000	3.66
BBS9	00000	5.57
BBX	00000	15.35
BCAM	00000	418.49
BCAN	00000	0.14
BCAP29	00000	16.4
BCAP31	00000	82.31
BCAR1	00000	42.57
BCAR3	00000	15.06
BCAS1	00000	6.27
BCAS2	00000	19.57
BCAS3	00000	9.72
BCAS4	00000	4.18
BCAT1	00000	1.09
BCAT2	00000	25.03
BCCIP	00000	33.14
BCDIN3D	00000	3.95
BCHE	00000	1.39
BCKDHA	00000	43.14
BCKDHB	00000	10.62
BCKDK	00000	24.93
BCL10	00000	5.08
BCL11A	00000	0.71
BCL11B	00000	0.51
BCL2	00000	9.31
BCL2A1	00000	0.75
BCL2L1	00000	70.47
BCL2L10	00000	3.41
BCL2L11	00000	8.81
BCL2L12	00000	6.61
BCL2L13	00000	29.82
BCL2L14	00000	0.07
BCL2L15	00000	1.64
BCL2L2	00000	25.05
BCL2L2-PABPN1	00000	1.9
BCL3	00000	14.32
BCL6	00000	21.47
BCL6B	00000	5.72
BCL7A	00000	14.46
BCL7B	00000	27.26
BCL7C	00000	31.09
BCL9	00000	6.97
BCL9L	00000	9.19
BCLAF1	00000	39.39
BCMO1	00000	1.16
BCO2	00000	1.9
BCOR	00000	8.62
BCORL1	00000	5.15
BCR	00000	22.95
BCS1L	00000	21.18
BDH1	00000	22.71
BDH2	00000	78.32
BDKRB1	00000	2.09
BDKRB2	00000	18.73
BDNF	00000	0.61
BDP1	00000	5.28
BEAN1	00000	0.11
BECN1	00000	42.87
BEGAIN	00000	0.37
BEND3	00000	0.56
BEND4	00000	0.03
BEND5	00000	8.66
BEND6	00000	0.35
BEND7	00000	12.72
BEST1	00000	6.39
BEST2	00000	0.03
BEST3	00000	0.11
BEST4	00000	0.18
BET1	00000	14.5
BET1L	00000	25.47
BEX1	00000	7.98
BEX2	00000	40.65
BEX4	00000	65.59
BEX5	00000	11.1
BFAR	00000	19.45
BFSP1	00000	2.77
BFSP2	00000	0.18
BGLAP	00000	0.76
BGN	00000	314.07
BHLHA15	00000	0.39
BHLHB9	00000	3.07
BHLHE22	00000	0.19
BHLHE40	00000	48.41
BHLHE41	00000	6.71
BHMT	00000	184.1
BHMT2	00000	115.5
BICC1	00000	22.05
BICD1	00000	8.9
BICD2	00000	9.43
BID	00000	4.3
BIK	00000	0.85
BIN1	00000	28.46
BIN2	00000	1.88
BIN3	00000	12.82
BIRC2	00000	15.87
BIRC3	00000	3.77
BIRC5	00000	0.29
BIRC6	00000	13.58
BIRC7	00000	0.02
BIRC8	00000	0
BIVM	00000	13.57
BIVM-ERCC5	00000	3.14
BLCAP	00000	49.28
BLID	00000	0.01
BLK	00000	0.31
BLM	00000	0.34
BLMH	00000	14.68
BLNK	00000	20.78
BLOC1S1	00000	80.61
BLOC1S2	00000	20.14
BLOC1S3	00000	3.65
BLOC1S4	00000	7.03
BLOC1S5	00000	11.53
BLOC1S5-TXNDC5	00000	0.06
BLOC1S6	00000	11.24
BLVRA	00000	24.06
BLVRB	00000	42.09
BLZF1	00000	7.27
BMF	00000	14.43
BMI1	00000	17.01
BMP1	00000	6.28
BMP2	00000	2.3
BMP2K	00000	4.8
BMP3	00000	0.44
BMP4	00000	14.11
BMP5	00000	1.13
BMP6	00000	14.65
BMP7	00000	4.04
BMP8A	00000	0.42
BMP8B	00000	0.5
BMPER	00000	0.22
BMPR1A	00000	5.43
BMPR1B	00000	10.5
BMPR2	00000	11.85
BMS1	00000	4.75
BMX	00000	0.19
BNC1	00000	0.14
BNC2	00000	2.67
BNIP1	00000	4.98
BNIP2	00000	22.84
BNIP3	00000	41.28
BNIP3L	00000	39.14
BNIPL	00000	2.25
BOC	00000	9.23
BOD1	00000	18.17
BOD1L1	00000	13.52
BOD1L2	00000	0
BOK	00000	17.9
BOLA1	00000	15.96
BOLA2	00000	2.42
BOLA2B	00000	25.82
BOLA3	00000	19.51
BOLL	00000	0.04
BOP1	00000	10.17
BORA	00000	0.83
BPGM	00000	18.6
BPHL	00000	34.17
BPI	00000	2.25
BPIFA1	00000	0
BPIFA2	00000	0.09
BPIFB1	00000	0.01
BPIFB2	00000	0
BPIFB4	00000	0
BPNT1	00000	14.38
BPTF	00000	24.05
BPY2	00000	0.05
BPY2B	00000	0.05
BPY2C	00000	0.05
BRAF	00000	8.44
BRAP	00000	4.69
BRAT1	00000	11.33
BRCA1	00000	0.82
BRCA2	00000	0.16
BRCC3	00000	9.74
BRD1	00000	10.6
BRD2	00000	84.14
BRD3	00000	10.88
BRD4	00000	22.62
BRD7	00000	27.18
BRD8	00000	22.54
BRD9	00000	11.21
BRDT	00000	0
BRE	00000	31.93
BRF1	00000	14.31
BRF2	00000	4.35
BRI3	00000	115.68
BRI3BP	00000	5.43
BRICD5	00000	6.66
BRINP1	00000	1.64
BRINP2	00000	0.04
BRINP3	00000	1.33
BRIP1	00000	0.08
BRIX1	00000	8.13
BRK1	00000	89.92
BRMS1	00000	20.23
BRMS1L	00000	4.71
BROX	00000	12.35
BRPF1	00000	4.72
BRPF3	00000	19.15
BRS3	00000	0.02
BRSK1	00000	2.71
BRSK2	00000	0.71
BRWD1	00000	9.91
BRWD3	00000	1.84
BSCL2	00000	49.8
BSDC1	00000	33
BSG	00000	379.37
BSN	00000	0.2
BSND	00000	11.86
BSPRY	00000	10.99
BST1	00000	5.12
BST2	00000	52.99
BTAF1	00000	6.08
BTBD1	00000	19.79
BTBD10	00000	6.51
BTBD11	00000	3.45
BTBD16	00000	0.12
BTBD18	00000	0.08
BTBD19	00000	4.16
BTBD2	00000	43.11
BTBD3	00000	7.48
BTBD6	00000	21.4
BTBD7	00000	9.69
BTBD8	00000	0.36
BTBD9	00000	3.5
BTC	00000	3.61
BTD	00000	15.31
BTF3	00000	204.56
BTF3L4	00000	17.77
BTG1	00000	86.28
BTG2	00000	135.35
BTG3	00000	27.29
BTG4	00000	0
BTK	00000	0.65
BTLA	00000	0.07
BTN1A1	00000	0.02
BTN2A1	00000	10.9
BTN2A2	00000	4.95
BTN3A1	00000	8.4
BTN3A2	00000	8.83
BTN3A3	00000	7.7
BTNL2	00000	0.02
BTNL3	00000	0
BTNL8	00000	0.13
BTNL9	00000	8.35
BTRC	00000	5.62
BUB1	00000	0.11
BUB1B	00000	0.26
BUB3	00000	25.03
BUD13	00000	6.03
BUD31	00000	46.27
BVES	00000	1.65
BYSL	00000	3.85
BZRAP1	00000	18.69
BZW1	00000	39.55
BZW2	00000	10.23
C10orf10	00000	30.27
C10orf105	00000	0.04
C10orf107	00000	0.7
C10orf11	00000	4.71
C10orf111	00000	0.21
C10orf113	00000	0.03
C10orf115	00000	0.72
C10orf118	00000	10.23
C10orf12	00000	1.55
C10orf126	00000	0.89
C10orf128	00000	3.7
C10orf129	00000	0.04
C10orf131	00000	0.09
C10orf2	00000	2.66
C10orf25	00000	1.2
C10orf32	00000	16.07
C10orf32-ASMT	00000	0
C10orf35	00000	6.03
C10orf40	00000	0
C10orf53	00000	0
C10orf54	00000	16.46
C10orf55	00000	1.6
C10orf62	00000	0.24
C10orf67	00000	0.6
C10orf71	00000	0.04
C10orf76	00000	7.62
C10orf82	00000	1.12
C10orf85	00000	0.38
C10orf88	00000	2.68
C10orf90	00000	0.14
C10orf91	00000	0.07
C10orf95	00000	1.35
C10orf99	00000	0.06
C11orf1	00000	31.55
C11orf16	00000	0.58
C11orf21	00000	0.57
C11orf24	00000	9.51
C11orf30	00000	5.04
C11orf31	00000	62.31
C11orf35	00000	5.63
C11orf42	00000	0.15
C11orf45	00000	2.11
C11orf48	00000	37.57
C11orf49	00000	21.57
C11orf52	00000	24.64
C11orf53	00000	0.55
C11orf54	00000	75.98
C11orf57	00000	9.92
C11orf58	00000	86.87
C11orf63	00000	4.34
C11orf65	00000	0.79
C11orf68	00000	25.25
C11orf70	00000	2.5
C11orf71	00000	6.4
C11orf72	00000	0.15
C11orf73	00000	11.67
C11orf74	00000	15.48
C11orf80	00000	16.86
C11orf82	00000	0.21
C11orf83	00000	6.87
C11orf84	00000	6.28
C11orf85	00000	0.8
C11orf86	00000	0.1
C11orf87	00000	0.01
C11orf88	00000	0.01
C11orf89	00000	0.21
C11orf91	00000	0.2
C11orf94	00000	0.05
C11orf96	00000	59.93
C12orf10	00000	32.85
C12orf23	00000	20.53
C12orf29	00000	5.82
C12orf36	00000	0.43
C12orf39	00000	21.45
C12orf4	00000	3.89
C12orf40	00000	0
C12orf42	00000	0.17
C12orf43	00000	9.54
C12orf44	00000	23.25
C12orf45	00000	2.08
C12orf49	00000	13.73
C12orf5	00000	3.02
C12orf50	00000	0.03
C12orf54	00000	0.08
C12orf55	00000	0.28
C12orf56	00000	0.55
C12orf57	00000	124.66
C12orf60	00000	2.08
C12orf61	00000	0.5
C12orf65	00000	16.39
C12orf66	00000	2.29
C12orf68	00000	0.82
C12orf71	00000	0.04
C12orf73	00000	5.76
C12orf74	00000	0.16
C12orf75	00000	44.84
C12orf76	00000	7.84
C12orf77	00000	0
C12orf79	00000	0.29
C13orf35	00000	0.03
C13orf45	00000	0.06
C14orf1	00000	11.93
C14orf105	00000	50.17
C14orf119	00000	19.21
C14orf132	00000	9.43
C14orf142	00000	14.83
C14orf144	00000	0.5
C14orf159	00000	32.49
C14orf164	00000	5.29
C14orf166	00000	42.73
C14orf166B	00000	0.02
C14orf178	00000	0.02
C14orf180	00000	0.72
C14orf182	00000	0.29
C14orf2	00000	75.17
C14orf23	00000	0
C14orf28	00000	2.05
C14orf37	00000	7.83
C14orf39	00000	0.11
C14orf64	00000	4.16
C14orf79	00000	10.28
C14orf80	00000	2.91
C14orf93	00000	6.44
C15orf26	00000	0.05
C15orf27	00000	1.54
C15orf37	00000	1.39
C15orf38	00000	9.67
C15orf38-AP3S2	00000	7.59
C15orf39	00000	5.49
C15orf40	00000	14.18
C15orf41	00000	2.57
C15orf48	00000	1.79
C15orf52	00000	7.55
C15orf53	00000	0.01
C15orf54	00000	0.01
C15orf56	00000	1.3
C15orf57	00000	16.8
C15orf59	00000	10.09
C15orf61	00000	3.86
C15orf62	00000	1.83
C15orf65	00000	5.37
C16orf11	00000	9.83
C16orf13	00000	36.9
C16orf3	00000	0.59
C16orf45	00000	16.6
C16orf46	00000	1.15
C16orf47	00000	0.08
C16orf52	00000	6.2
C16orf54	00000	0.51
C16orf58	00000	25.44
C16orf59	00000	0.57
C16orf62	00000	17.11
C16orf70	00000	6.43
C16orf71	00000	0.32
C16orf72	00000	6.01
C16orf74	00000	1.4
C16orf80	00000	16.18
C16orf86	00000	5.99
C16orf87	00000	5.28
C16orf89	00000	35.59
C16orf90	00000	0.07
C16orf91	00000	8.02
C16orf92	00000	0.01
C16orf93	00000	4.94
C16orf95	00000	1.73
C16orf96	00000	0.11
C16orf97	00000	0
C16orf98	00000	0
C17orf100	00000	0.86
C17orf102	00000	0.06
C17orf103	00000	8.23
C17orf104	00000	0.55
C17orf105	00000	0.04
C17orf107	00000	1.81
C17orf47	00000	0.08
C17orf49	00000	24.04
C17orf50	00000	0.15
C17orf51	00000	1.24
C17orf53	00000	0.36
C17orf58	00000	4.42
C17orf59	00000	7.13
C17orf62	00000	23.36
C17orf64	00000	0.05
C17orf66	00000	0.02
C17orf67	00000	0.98
C17orf70	00000	10.69
C17orf72	00000	1.89
C17orf74	00000	0
C17orf75	00000	9.24
C17orf77	00000	0
C17orf78	00000	0.03
C17orf80	00000	5.91
C17orf82	00000	1.5
C17orf85	00000	13.62
C17orf89	00000	29.84
C17orf96	00000	0.56
C17orf97	00000	10.02
C17orf98	00000	0.06
C17orf99	00000	0.04
C18orf21	00000	7.5
C18orf25	00000	5.35
C18orf32	00000	60.29
C18orf42	00000	0.01
C18orf54	00000	0.78
C18orf56	00000	1.42
C18orf63	00000	0
C18orf8	00000	10.73
C19orf10	00000	33.3
C19orf12	00000	8.6
C19orf18	00000	0.57
C19orf24	00000	23.39
C19orf25	00000	20.51
C19orf26	00000	1.23
C19orf33	00000	16.99
C19orf35	00000	0.16
C19orf38	00000	0.69
C19orf40	00000	1.02
C19orf43	00000	159.72
C19orf44	00000	4.01
C19orf45	00000	0.28
C19orf47	00000	5.16
C19orf48	00000	9.11
C19orf52	00000	9.64
C19orf53	00000	75.61
C19orf54	00000	5.33
C19orf55	00000	6.65
C19orf57	00000	0.97
C19orf59	00000	0.03
C19orf60	00000	30.57
C19orf66	00000	27.65
C19orf67	00000	0.13
C19orf68	00000	2.79
C19orf69	00000	4.13
C19orf70	00000	39.44
C19orf71	00000	1.87
C19orf73	00000	0.89
C19orf77	00000	213.56
C19orf80	00000	0.23
C19orf81	00000	1.07
C19orf82	00000	5.28
C1D	00000	18.45
C1GALT1	00000	11.69
C1GALT1C1	00000	16.99
C1QA	00000	36.6
C1QB	00000	27.39
C1QBP	00000	51.23
C1QC	00000	25.32
C1QL1	00000	1.82
C1QL2	00000	0.02
C1QL3	00000	0.09
C1QL4	00000	1.1
C1QTNF1	00000	14.48
C1QTNF1-AS1	00000	0.23
C1QTNF2	00000	0.58
C1QTNF3	00000	7.18
C1QTNF4	00000	0.54
C1QTNF5	00000	24.77
C1QTNF6	00000	2.68
C1QTNF7	00000	3.94
C1QTNF8	00000	0.02
C1QTNF9	00000	0.11
C1QTNF9B	00000	0.18
C1R	00000	150.33
C1RL	00000	13.68
C1S	00000	61.08
C1orf100	00000	0.11
C1orf101	00000	0.52
C1orf105	00000	0.09
C1orf106	00000	5.92
C1orf109	00000	9.65
C1orf110	00000	0.07
C1orf111	00000	0.14
C1orf112	00000	1.4
C1orf115	00000	38.04
C1orf116	00000	6.69
C1orf122	00000	32.88
C1orf123	00000	32.01
C1orf127	00000	0.07
C1orf131	00000	6.06
C1orf134	00000	0.69
C1orf141	00000	0.04
C1orf143	00000	0.08
C1orf145	00000	1.36
C1orf147	00000	0.06
C1orf158	00000	0
C1orf159	00000	6.22
C1orf162	00000	5.14
C1orf167	00000	0.16
C1orf168	00000	5.42
C1orf170	00000	1.54
C1orf172	00000	6.17
C1orf173	00000	0.05
C1orf174	00000	7.63
C1orf177	00000	0.04
C1orf180	00000	0.02
C1orf185	00000	0
C1orf186	00000	11.04
C1orf189	00000	0
C1orf192	00000	2.61
C1orf194	00000	0.11
C1orf195	00000	0.13
C1orf198	00000	18.19
C1orf200	00000	0.02
C1orf204	00000	1.63
C1orf21	00000	7.74
C1orf210	00000	14.39
C1orf213	00000	2.1
C1orf216	00000	2.64
C1orf220	00000	0.78
C1orf222	00000	0.07
C1orf226	00000	6.2
C1orf227	00000	0.08
C1orf228	00000	1.63
C1orf229	00000	0.8
C1orf233	00000	1.7
C1orf234	00000	0.03
C1orf27	00000	8.99
C1orf35	00000	12.5
C1orf43	00000	112.06
C1orf50	00000	8.19
C1orf51	00000	2.21
C1orf52	00000	10.06
C1orf53	00000	1.91
C1orf54	00000	5.51
C1orf56	00000	4.73
C1orf61	00000	0.02
C1orf63	00000	58.8
C1orf64	00000	0.49
C1orf65	00000	0.16
C1orf68	00000	0
C1orf74	00000	1.72
C1orf85	00000	41.56
C1orf86	00000	43.23
C1orf87	00000	0.15
C1orf94	00000	0
C1orf95	00000	5.1
C2	00000	2.52
C20orf112	00000	8.22
C20orf141	00000	0.02
C20orf144	00000	0.1
C20orf166	00000	0.01
C20orf173	00000	0
C20orf194	00000	7.62
C20orf195	00000	0.88
C20orf196	00000	4.75
C20orf197	00000	0.04
C20orf201	00000	0.04
C20orf202	00000	0.31
C20orf24	00000	33.81
C20orf26	00000	0.47
C20orf27	00000	15.15
C20orf62	00000	0.01
C20orf85	00000	0.06
C20orf96	00000	7.61
C21orf119	00000	9.61
C21orf128	00000	0
C21orf2	00000	21.53
C21orf33	00000	85.7
C21orf37	00000	0
C21orf49	00000	1.44
C21orf58	00000	1.07
C21orf59	00000	27.14
C21orf62	00000	6.37
C21orf67	00000	1.24
C21orf88	00000	0.26
C21orf90	00000	0.05
C21orf91	00000	2.5
C22orf15	00000	0.2
C22orf23	00000	1.57
C22orf24	00000	0.09
C22orf26	00000	0.35
C22orf29	00000	3.13
C22orf31	00000	0.1
C22orf34	00000	0.95
C22orf39	00000	21.01
C22orf42	00000	0
C22orf43	00000	0.13
C22orf46	00000	8.9
C2CD2	00000	11.1
C2CD2L	00000	8.28
C2CD3	00000	8.85
C2CD4A	00000	0.17
C2CD4B	00000	1.73
C2CD4C	00000	0.48
C2CD4D	00000	0.94
C2CD5	00000	14.17
C2orf15	00000	18.09
C2orf16	00000	0.24
C2orf27A	00000	0.38
C2orf27B	00000	0
C2orf40	00000	45.41
C2orf42	00000	6.8
C2orf43	00000	9.2
C2orf44	00000	1.92
C2orf47	00000	9.15
C2orf48	00000	0.04
C2orf49	00000	5.11
C2orf50	00000	0.13
C2orf53	00000	0
C2orf54	00000	14.13
C2orf57	00000	0.01
C2orf61	00000	0.06
C2orf62	00000	3.56
C2orf66	00000	0.06
C2orf68	00000	16.72
C2orf69	00000	4.07
C2orf70	00000	0.64
C2orf71	00000	0.09
C2orf72	00000	4.76
C2orf73	00000	0.39
C2orf74	00000	19.77
C2orf76	00000	8.49
C2orf80	00000	0
C2orf81	00000	4.31
C2orf82	00000	0.83
C2orf83	00000	0
C2orf88	00000	3.27
C2orf91	00000	0.06
C3	00000	19.21
C3AR1	00000	2.6
C3orf14	00000	6.32
C3orf17	00000	13.78
C3orf18	00000	8.66
C3orf20	00000	0.02
C3orf22	00000	0.02
C3orf27	00000	0.03
C3orf30	00000	0.06
C3orf33	00000	3.6
C3orf35	00000	0.44
C3orf36	00000	0.14
C3orf38	00000	5.46
C3orf49	00000	0.06
C3orf52	00000	3.48
C3orf55	00000	2.36
C3orf58	00000	4.91
C3orf62	00000	2.56
C3orf65	00000	0.14
C3orf67	00000	0.57
C3orf70	00000	0.8
C3orf72	00000	0
C3orf79	00000	0
C3orf80	00000	0.47
C3orf83	00000	0.59
C3orf84	00000	0
C4A	00000	38.88
C4B	00000	31.96
C4BPA	00000	0.04
C4BPB	00000	0.15
C4orf19	00000	5.89
C4orf21	00000	0.73
C4orf22	00000	0.13
C4orf26	00000	0.04
C4orf27	00000	10.75
C4orf29	00000	3.97
C4orf3	00000	67.53
C4orf32	00000	4.93
C4orf33	00000	6.32
C4orf36	00000	8.35
C4orf45	00000	0.04
C4orf46	00000	1.49
C4orf47	00000	1.36
C4orf48	00000	8.38
C4orf50	00000	0
C4orf51	00000	0
C4orf6	00000	0.04
C5	00000	2.21
C5AR1	00000	3.93
C5AR2	00000	1.33
C5orf15	00000	44.19
C5orf17	00000	0.12
C5orf20	00000	0.02
C5orf22	00000	6.73
C5orf24	00000	18.71
